ID_Wine,Price,Review
316,5.0,5.4
290,4.99,6.1
217,5.5,7.1
255,19.99,9.0
740,3.5,7.4
521,3.0,2.2
315,4.5,8.3
654,13.0,7.4
187,11.5,3.2
745,4.5,7.4
233,20.0,9.8
78,20.5,9.2
912,2.99,2.4
98,11.99,2.6
425,2.99,2.4
786,20.99,9.7
781,14.0,7.5
582,13.99,7.7
43,3.5,6.1
343,19.99,9.4
157,13.99,6.6
646,4.99,7.0
333,3.0,2.3
888,2.99,1.4
235,3.99,8.3
189,12.99,7.6
106,2.99,1.9
870,12.99,3.0
892,3.5,1.7
713,6.0,7.2
639,2.99,2.0
123,4.0,7.2
478,14.0,8.8
320,14.5,8.4
47,13.99,8.0
511,14.5,8.3
321,19.0,9.4
963,14.0,7.9
657,11.99,3.5
192,14.99,8.0
102,4.5,5.8
953,11.99,3.1
787,2.0,2.8
606,13.99,7.7
100,3.5,2.1
229,2.5,1.9
922,14.99,8.3
250,3.99,1.6
951,19.99,9.5
899,5.99,5.9
823,20.5,10.4
7,3.99,2.0
857,13.99,9.1
602,5.5,7.4
512,4.0,5.9
428,11.99,2.8
49,2.99,2.0
580,2.5,2.2
251,11.5,3.2
689,12.99,2.8
377,20.99,9.0
544,2.99,2.2
272,15.0,8.5
301,12.99,3.2
708,5.99,6.6
965,19.5,8.8
222,2.5,2.8
727,3.0,2.1
790,4.5,4.2
937,20.0,9.4
908,4.5,6.2
173,2.99,2.2
685,11.99,3.5
517,13.5,8.8
369,5.5,8.7
989,3.99,6.2
525,12.0,3.1
11,12.5,3.1
978,20.0,9.3
545,19.99,9.4
171,19.5,10.0
228,11.5,2.7
840,11.99,2.3
626,14.99,7.4
691,14.0,6.9
667,11.99,2.6
962,4.99,5.2
644,2.99,2.7
45,19.99,9.7
917,14.0,7.9
785,2.99,2.3
738,15.0,7.5
429,20.99,9.5
784,14.0,7.8
818,6.0,5.5
389,19.0,9.1
596,4.5,5.9
726,5.0,7.5
603,3.5,6.1
755,11.99,3.8
814,15.5,8.3
605,20.0,9.7
318,3.5,2.1
742,13.0,6.9
736,14.5,9.3
983,13.0,9.1
184,20.0,9.5
650,12.0,2.2
391,11.5,2.6
721,12.99,2.9
177,11.5,2.8
374,4.99,6.6
666,4.5,5.6
841,3.0,7.4
552,5.5,7.0
41,14.0,8.6
581,3.0,1.8
467,2.99,2.0
147,19.99,8.9
893,12.0,3.5
938,14.99,7.9
607,3.99,1.4
65,6.5,7.4
529,13.0,3.0
30,3.5,6.9
331,3.0,2.2
234,20.0,9.9
109,3.5,2.3
865,5.0,6.6
276,5.5,6.6
326,14.0,7.2
139,14.99,8.1
129,13.0,3.9
90,3.0,2.3
578,11.0,2.9
477,11.99,2.6
867,6.5,8.7
524,12.0,2.7
231,11.99,3.5
416,14.0,6.4
393,14.5,7.3
124,4.99,7.1
934,13.0,8.8
993,3.0,1.9
4,7.0,5.4
594,14.99,8.8
830,5.5,5.7
959,12.0,3.8
1,2.5,1.4
312,12.99,3.0
733,19.0,9.2
630,11.5,2.3
592,13.99,7.4
430,14.5,8.0
154,2.99,2.7
33,20.0,9.1
53,2.99,7.3
501,4.99,6.4
631,11.5,2.8
541,14.0,8.1
288,11.0,4.0
214,3.0,2.2
837,11.99,3.2
977,20.5,8.6
6,12.5,3.2
181,3.0,7.4
210,4.0,5.7
314,11.5,3.1
881,20.99,8.4
836,20.5,9.4
350,3.0,1.9
224,3.5,6.4
777,20.0,9.3
546,20.99,8.7
948,14.99,7.7
79,2.99,1.5
20,13.5,8.7
660,12.5,2.9
219,11.99,3.4
112,3.0,2.5
34,20.0,9.5
308,3.99,2.6
19,19.5,8.8
193,13.5,8.2
209,3.5,7.8
898,2.99,2.1
67,6.0,4.4
237,14.0,9.8
611,3.5,2.3
933,2.99,1.9
669,11.0,2.7
345,3.99,1.5
332,12.99,3.1
774,13.99,9.4
715,5.5,7.9
421,19.5,9.1
436,2.99,1.7
476,12.5,2.3
588,3.99,2.5
819,5.5,9.0
561,12.0,3.0
1000,13.0,9.1
18,13.0,8.0
971,12.5,2.7
509,12.0,3.1
884,3.0,1.9
732,3.0,0.9
748,4.99,9.4
822,13.99,8.3
737,5.0,7.7
204,14.99,8.2
530,2.99,2.2
600,14.99,7.2
628,3.5,2.9
970,14.5,9.8
539,13.99,8.7
485,2.99,1.3
527,20.0,10.1
381,7.5,4.8
48,2.99,1.9
548,5.0,7.4
29,5.99,7.1
363,11.99,2.9
807,13.5,7.6
5,19.99,8.7
282,11.5,2.9
434,4.0,7.2
382,19.5,10.4
809,3.5,5.4
651,19.99,9.1
576,20.0,9.4
842,5.99,7.6
613,5.5,7.1
104,4.99,7.8
676,6.0,7.1
590,13.99,6.6
352,3.0,2.2
71,6.99,8.0
420,13.0,2.8
540,20.0,9.4
227,18.99,10.1
849,19.99,8.9
542,5.5,8.0
906,3.5,1.5
928,2.5,1.9
198,3.5,2.4
682,4.99,7.2
248,20.5,9.7
306,5.0,6.6
213,2.99,6.5
810,14.5,6.0
929,19.99,9.2
195,15.5,7.7
180,2.99,2.1
927,2.99,2.0
915,6.99,6.8
800,4.99,5.8
625,19.5,10.5
433,4.0,6.9
659,11.99,2.3
457,13.99,8.0
438,12.0,3.4
356,20.99,9.4
132,12.5,3.2
265,2.0,2.2
859,19.0,9.4
704,6.99,7.7
392,20.0,10.4
281,14.0,8.5
895,13.0,7.5
586,4.99,6.2
461,2.99,2.4
995,19.5,9.6
115,20.0,8.9
560,20.99,9.6
992,3.99,2.2
411,14.99,8.5
536,2.99,2.2
632,12.0,3.7
240,5.99,7.9
141,14.5,8.3
261,20.0,9.5
398,12.0,2.5
405,2.99,1.8
163,12.99,9.2
513,1.99,2.2
862,11.99,2.8
99,4.99,7.0
852,2.5,2.2
925,12.0,2.9
73,2.99,2.7
259,12.0,3.0
419,12.99,3.5
479,13.5,7.6
88,5.0,8.7
74,5.0,7.3
699,12.0,3.6
717,12.0,3.4
26,12.0,3.4
121,14.5,7.6
153,2.5,1.5
984,11.99,3.1
444,12.99,2.6
839,20.99,9.4
692,3.0,2.4
87,12.99,2.9
507,11.99,2.6
743,12.0,3.0
615,20.0,9.0
775,2.99,1.7
313,2.99,2.0
765,4.5,9.4
845,14.99,8.4
998,12.0,2.5
649,3.5,1.6
298,13.99,8.8
653,15.5,7.8
681,19.0,8.6
495,11.5,2.3
46,20.0,8.6
991,2.99,2.0
719,20.0,9.6
339,12.99,3.2
751,3.0,2.2
12,4.99,8.4
616,20.0,10.4
516,2.99,1.8
342,4.99,6.8
725,19.0,9.0
114,3.0,2.4
297,4.0,6.1
397,2.99,1.2
873,7.99,6.9
773,14.99,8.4
518,11.5,3.8
169,5.0,7.1
753,13.0,7.9
747,4.99,6.5
604,3.0,1.9
913,4.99,6.8
324,14.0,7.9
300,3.0,2.5
897,20.0,10.2
344,4.99,4.0
174,13.0,8.3
942,12.5,3.3
871,14.0,9.2
211,6.5,6.1
900,14.0,8.9
178,2.99,1.8
843,19.99,9.5
59,5.5,6.0
165,3.0,2.0
357,19.5,8.9
835,14.5,8.3
258,12.0,3.1
990,20.0,9.3
701,5.99,4.3
61,4.5,6.4
528,13.5,7.3
872,2.99,1.4
510,20.5,9.4
284,11.99,3.2
238,12.99,6.9
714,14.99,8.5
769,20.0,10.2
688,5.0,5.8
35,11.99,2.4
924,4.0,6.5
475,20.0,9.6
583,19.99,9.2
921,14.0,8.6
567,14.5,7.4
456,2.5,1.7
9,11.5,8.7
22,12.99,9.6
399,12.5,2.7
70,3.0,1.3
249,19.0,9.7
949,12.5,3.4
366,14.5,8.5
496,4.5,5.1
638,2.99,1.1
750,5.99,7.0
584,3.0,2.1
286,20.0,9.8
469,5.99,6.9
185,12.0,2.9
359,14.5,9.0
981,19.99,9.6
754,4.5,8.1
32,20.5,9.8
591,14.0,7.2
388,20.0,9.7
735,12.0,4.4
505,11.99,2.9
640,2.5,2.2
84,4.99,6.1
741,2.99,1.9
624,20.99,9.1
752,14.99,8.6
256,2.5,2.3
384,11.99,3.1
994,15.5,8.6
707,20.0,9.4
637,5.99,4.3
515,2.5,1.4
932,5.99,7.9
553,5.5,7.3
788,19.99,8.8
80,2.99,2.2
522,11.99,2.7
523,12.99,2.4
311,20.99,9.1
941,3.99,2.6
175,11.5,3.0
138,2.99,2.0
558,4.0,6.6
50,14.0,8.7
64,3.0,1.5
956,11.0,2.4
340,4.99,8.5
816,4.0,7.3
172,20.0,8.7
494,20.5,8.8
223,3.5,1.9
577,19.99,9.5
424,15.99,7.8
128,3.5,2.8
979,20.0,9.7
795,13.99,8.3
796,2.99,1.9
642,13.99,8.1
245,19.5,10.2
148,3.0,2.0
329,3.0,1.6
946,20.0,9.3
564,19.5,9.0
700,14.99,8.2
83,20.0,9.0
520,12.0,2.8
77,2.99,2.9
620,20.0,9.4
720,5.0,7.8
668,14.5,8.5
13,20.99,9.5
10,11.99,2.9
996,5.0,5.9
767,4.99,7.4
722,11.5,2.5
418,2.99,2.1
500,13.99,10.0
831,15.99,8.1
394,12.0,3.1
442,14.5,7.7
446,13.99,8.1
945,20.5,9.4
75,3.99,5.9
804,11.99,3.7
293,2.99,7.0
8,2.99,7.4
448,4.0,7.3
317,11.99,3.0
454,19.0,10.2
127,3.0,1.4
665,5.99,6.3
60,12.5,3.2
473,20.0,9.8
739,5.5,7.4
218,20.5,8.7
401,19.99,9.3
663,15.5,6.9
966,13.99,7.1
877,3.5,1.5
623,20.0,9.2
179,2.99,2.4
216,14.0,9.2
806,4.99,6.7
466,15.0,8.7
926,13.5,9.4
896,3.5,1.2
404,2.99,1.7
131,2.5,1.8
383,12.0,2.4
364,20.0,10.5
396,19.99,8.7
355,19.99,9.5
693,2.99,1.4
85,15.0,7.8
711,13.99,8.9
610,12.0,2.1
617,12.5,3.7
826,2.5,2.4
903,2.99,1.5
570,12.0,3.0
367,4.0,6.2
847,13.99,7.8
37,19.99,9.9
103,2.5,2.5
875,12.99,8.1
400,3.0,1.6
878,20.99,8.7
622,2.99,2.8
813,12.99,3.2
465,4.99,6.3
758,2.99,1.7
295,20.5,9.6
199,13.99,7.3
935,11.99,3.0
828,11.5,2.2
330,12.0,3.6
39,3.5,1.8
474,14.99,7.3
572,4.5,6.2
684,19.5,9.2
413,19.0,9.5
969,14.5,7.7
744,14.5,7.6
254,20.0,9.4
799,3.5,2.1
641,19.5,9.2
573,5.5,7.6
372,13.5,8.1
947,2.99,2.4
414,3.0,1.4
386,5.0,7.4
833,12.99,6.7
57,13.99,7.0
287,14.0,6.4
379,20.0,9.1
911,4.5,4.8
550,11.99,2.6
834,15.5,8.6
410,12.0,2.4
952,12.0,2.7
269,13.99,7.9
728,2.0,1.8
645,11.5,3.0
961,12.99,2.6
96,3.0,1.4
283,14.5,6.0
825,13.5,7.0
239,2.99,2.5
914,4.5,6.9
889,2.5,2.3
916,2.99,1.8
302,2.99,2.2
471,19.99,8.6
678,11.99,2.7
194,4.5,8.6
973,4.99,7.4
14,3.5,1.9
598,10.99,3.3
118,3.5,5.2
483,2.99,1.5
671,3.0,2.6
208,20.99,9.3
565,5.99,7.4
999,12.99,3.2
151,4.5,7.3
498,11.99,2.6
23,2.5,1.8
296,4.0,7.7
253,14.5,8.7
252,2.99,2.1
149,19.99,9.9
958,5.0,8.7
371,2.99,1.9
756,14.0,7.9
820,2.99,7.1
101,19.99,9.2
815,12.0,4.1
134,12.5,7.4
244,20.5,10.1
267,13.0,8.4
170,11.99,3.2
439,12.5,2.0
423,2.99,1.9
111,19.5,9.6
519,2.99,1.8
81,2.99,1.7
246,11.99,2.8
619,19.5,9.5
373,20.99,9.1
412,11.99,3.6
203,13.5,7.1
674,3.99,7.8
36,12.0,3.0
110,2.5,2.0
764,5.0,8.1
361,20.0,9.8
967,14.0,8.2
864,13.5,8.6
206,3.0,2.7
772,2.5,2.4
403,13.99,7.6
365,19.99,10.5
86,4.5,7.0
860,12.0,2.9
63,2.5,2.1
341,6.0,6.4
798,19.0,9.4
426,19.5,9.5
694,13.99,8.1
107,11.99,2.8
894,15.0,7.7
95,5.99,8.4
792,11.5,2.5
183,13.99,7.0
489,20.0,9.2
490,3.0,1.7
292,11.5,3.6
133,19.99,9.8
97,19.99,9.3
709,12.0,3.3
661,20.5,10.0
883,5.99,7.1
876,11.99,2.6
108,20.5,10.2
3,19.99,10.1
453,19.0,9.8
868,2.5,2.8
705,4.0,8.3
532,12.5,2.6
794,19.99,9.6
305,20.5,9.4
943,12.99,7.6
812,20.5,9.8
375,19.99,8.8
770,12.0,2.3
40,12.99,8.4
782,5.0,4.7
863,11.99,7.0
17,4.0,7.6
608,12.5,2.7
186,13.0,10.1
325,13.0,6.4
526,15.0,7.3
789,19.0,10.4
449,4.5,7.2
161,2.99,1.5
910,12.0,3.1
407,4.5,6.5
431,12.99,7.1
976,21.0,9.8
440,3.0,2.1
230,20.0,9.5
358,13.0,7.7
652,2.5,2.7
491,19.99,9.1
395,2.5,2.3
202,3.5,1.9
385,20.0,10.3
778,14.5,7.2
66,13.5,3.1
337,13.99,8.0
568,13.5,7.1
538,2.99,1.5
309,18.99,8.6
771,3.5,5.8
746,14.99,7.3
458,3.5,1.9
347,12.5,2.7
861,12.5,3.6
762,14.0,8.8
768,19.5,9.6
160,3.0,1.9
723,3.0,1.7
533,4.99,6.0
89,11.99,3.5
731,5.5,7.4
387,5.5,6.6
923,11.5,3.5
627,20.5,9.7
634,11.99,3.6
260,3.0,2.0
346,18.99,9.2
415,19.5,10.0
94,3.99,2.4
462,2.99,2.3
801,4.5,6.5
263,20.5,9.8
294,19.99,9.9
422,19.99,9.4
319,19.99,9.4
243,5.0,6.1
207,4.0,7.2
954,14.99,8.4
266,13.99,7.2
445,5.5,5.2
368,20.5,9.5
68,14.99,9.2
672,6.5,7.5
902,3.0,1.4
593,20.0,9.8
349,20.5,9.0
612,3.99,6.7
451,11.5,3.0
664,13.5,7.8
905,15.0,7.6
472,20.5,9.1
140,3.99,2.4
656,2.99,1.7
575,12.5,2.9
955,12.0,3.8
353,6.0,7.5
167,14.0,7.9
205,20.0,9.3
579,4.99,8.1
980,4.5,7.3
55,12.5,2.9
450,19.99,9.8
459,5.0,6.9
164,20.99,10.2
853,12.0,9.1
874,14.99,8.4
455,12.0,2.6
91,19.5,9.5
28,3.0,6.3
763,2.0,2.1
697,2.99,1.7
724,3.5,2.0
890,11.99,3.0
42,13.99,9.0
136,21.5,9.1
56,19.5,10.2
432,12.5,3.0
274,4.0,8.0
487,12.5,3.4
470,20.0,9.8
696,19.5,9.1
225,13.5,8.4
974,11.5,2.7
221,13.0,2.8
497,13.99,7.6
710,2.5,2.3
44,2.99,7.9
848,2.99,1.7
212,3.5,1.8
851,14.99,8.2
328,12.0,3.2
268,19.99,9.0
54,2.5,1.8
846,2.99,1.4
559,12.0,3.9
734,12.5,3.3
327,14.99,6.5
776,4.0,8.2
162,2.5,1.8
262,20.5,8.8
677,13.5,6.8
278,11.5,3.6
686,11.5,3.4
144,2.99,2.6
378,12.99,8.7
595,12.99,2.8
730,14.5,8.4
38,11.99,2.0
936,6.0,6.0
555,12.0,3.3
122,19.99,9.2
452,12.5,8.3
904,14.5,7.5
336,19.99,8.8
886,12.0,3.3
729,12.99,3.4
150,2.99,2.8
72,12.0,3.0
25,2.99,2.5
858,4.99,6.7
554,19.99,9.0
950,2.99,1.9
887,19.0,9.8
437,1.99,2.3
152,12.0,3.7
176,3.0,2.3
58,19.0,9.9
285,3.99,2.1
2,3.99,2.2
280,2.99,2.0
406,12.5,2.8
829,11.5,2.8
390,14.5,8.8
854,4.99,7.2
484,20.5,10.6
797,5.5,7.5
566,11.99,2.5
662,2.99,1.8
236,12.99,9.5
514,20.0,10.0
126,6.0,6.4
62,13.99,9.6
988,19.0,10.2
760,12.0,2.9
303,3.0,2.2
909,3.0,2.1
197,3.0,7.3
247,13.99,6.8
761,12.0,2.5
464,12.0,3.7
362,3.99,6.4
270,19.99,9.6
621,4.0,8.1
257,13.0,7.2
289,12.99,2.7
975,13.5,8.2
556,14.0,9.3
534,5.99,8.4
891,12.99,3.1
987,2.5,2.4
569,3.0,6.1
348,14.0,8.0
135,3.5,2.1
749,7.0,7.0
408,12.99,2.9
16,3.5,2.5
824,12.0,3.2
242,20.0,9.5
304,2.99,2.2
279,13.5,8.5
766,11.99,3.0
435,3.0,2.3
508,13.5,9.0
563,20.0,9.6
614,12.99,8.4
964,12.0,3.2
759,11.0,2.9
690,14.0,7.5
850,12.0,2.9
417,3.0,2.0
354,19.99,9.4
805,12.99,7.0
609,12.0,3.5
636,2.99,1.8
323,4.99,6.9
322,20.99,8.5
972,19.5,10.3
557,4.99,5.9
827,11.99,2.2
146,20.5,9.4
480,11.0,2.6
643,14.99,7.0
716,13.0,8.1
757,20.5,9.1
105,19.99,10.3
447,5.99,8.4
241,19.99,9.0
117,11.99,3.2
69,2.99,1.9
543,19.5,9.0
866,4.0,6.7
307,13.5,7.7
551,3.0,5.7
441,12.0,3.1
460,6.5,7.6
299,3.99,6.9
703,5.0,5.2
190,3.99,7.0
116,20.0,9.8
130,3.5,2.3
683,14.0,7.4
885,3.5,2.5
334,20.0,9.5
549,13.5,8.1
618,13.0,8.4
443,20.0,10.5
901,11.99,2.9
24,19.0,9.9
982,10.99,2.4
957,11.99,3.0
291,2.99,1.8
817,11.99,3.1
188,12.0,3.0
182,11.99,2.7
159,2.99,2.2
985,19.5,9.0
137,13.99,7.5
968,20.0,10.6
920,12.5,3.5
51,12.5,3.0
647,19.99,8.9
997,13.0,2.4
125,12.0,2.6
370,20.99,9.7
120,3.5,1.7
166,4.99,5.7
220,3.0,1.8
158,5.99,7.0
844,4.5,6.8
155,12.0,3.2
597,2.99,2.6
811,3.0,2.1
27,12.0,3.7
503,19.99,9.3
675,4.0,6.8
779,4.5,7.2
504,11.99,3.5
156,14.0,8.2
310,12.0,3.1
880,13.0,7.6
679,3.0,1.6
145,13.0,8.2
658,2.99,1.3
832,11.99,2.8
879,12.5,2.7
215,19.99,9.1
547,20.0,9.6
882,5.5,7.1
531,20.0,10.4
502,11.99,3.3
499,2.99,1.4
226,20.0,10.0
277,3.5,1.7
201,14.5,8.1
930,15.0,8.0
351,3.99,1.6
232,13.0,7.0
468,4.99,8.1
168,12.5,2.9
931,12.0,3.5
907,13.99,7.4
780,11.5,3.1
702,6.0,6.8
535,2.0,1.6
633,12.5,9.1
119,4.5,5.9
856,20.0,10.1
712,12.99,2.5
838,16.0,7.8
673,20.0,9.2
855,19.99,9.5
52,3.0,1.9
273,5.99,7.6
574,2.99,1.9
706,15.0,8.5
803,4.99,5.3
264,11.5,2.7
821,5.99,5.7
402,12.99,2.2
695,12.0,4.2
196,4.99,6.2
506,3.0,1.6
409,11.5,3.8
15,19.99,9.9
698,4.5,8.1
271,5.99,5.3
82,4.0,6.9
939,20.5,9.4
335,6.0,8.3
492,6.0,6.9
808,14.0,8.5
76,3.0,2.0
482,12.99,9.8
427,20.0,10.0
481,5.99,6.7
960,12.5,4.1
629,2.5,2.0
360,3.0,1.8
463,3.99,6.7
31,6.99,6.9
670,14.5,8.9
919,5.99,8.0
687,3.99,5.0
142,20.0,9.3
918,11.5,3.9
537,12.5,2.5
655,13.99,7.7
783,21.0,10.3
21,20.0,9.3
200,13.99,8.6
143,20.0,10.4
718,3.5,1.9
648,19.5,9.1
986,2.5,2.2
940,14.5,7.7
338,12.99,7.6
275,14.0,7.7
601,14.99,7.8
793,5.0,9.1
486,12.5,3.4
571,4.5,6.0
635,5.99,7.0
599,5.99,7.3
791,6.5,6.9
488,13.0,7.6
92,11.99,8.9
493,20.0,10.6
191,3.99,7.8
93,12.0,2.1
680,19.5,8.8
587,13.99,8.7
585,19.99,9.8
113,13.99,8.2
869,11.0,2.8
562,20.0,9.5
802,12.0,2.1
944,19.5,9.8
376,14.5,8.6
380,21.0,9.7
589,14.5,7.5
